订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
DD20170724204611583C136EBCA71,E43A6E078A04134,3,3,可口可乐330ml,2017/6/9 12:29,B,已出货未退款,已提现,饮料,碳酸饮料
DD2017032912170739F8A28E0422F,E43A6E078A06874,2,2,香脆肠,2017/6/9 12:29,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493245725716467289,E43A6E078A04172,6,6,58g丽芝士纳宝帝奶酪威化饼干,2017/6/9 13:14,A,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493245801551668282,E43A6E078A04228,6,6,86g合味道海鲜风味,2017/6/9 13:26,C,已出货未退款,已提现,非饮料,方便速食
DD20170724204703233B5B22D81FC,E43A6E078A04228,3,3,熊字饼,2017/6/9 13:27,C,已出货未退款,已提现,非饮料,饼干糕点
DD2017032912174183973A5761789,E43A6E078A06874,3,3,卫龙大面筋,2017/6/9 13:27,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017032914073616DF82E047CB4,E43A6E078A04228,6,6,红牛,2017/6/9 13:28,C,已出货未退款,已提现,饮料,功能饮料
DD2017080420290890B9EFB6CB80B,E43A6E078A07631,4,4,阿萨姆奶茶,2017/6/9 13:28,D,已出货未退款,已提现,饮料,茶饮料
DD201708167493776126383963647,E43A6E078A06874,3,3,40g双汇玉米热狗肠,2017/6/9 13:28,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017032914064586FD3433A9237,E43A6E078A06874,2,2,怡宝纯净水,2017/6/9 13:28,E,已出货未退款,已提现,饮料,水
DD2017080212151962DEDA45B6A84,E43A6E078A04228,3,3,怡宝纯净水,2017/6/9 13:29,C,已出货未退款,已提现,饮料,水
DD20170329142444259F8AFD62E3B,E43A6E078A06874,6,6,红牛,2017/6/9 13:29,E,已出货未退款,已提现,饮料,功能饮料
DD201708167493870943046056957,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 13:32,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708091238441062F53164EDF,E43A6E078A04172,3,3,雪碧最新款,2017/6/9 13:38,A,已出货未退款,已提现,饮料,碳酸饮料
DD201705192200044555CAEAD2298,E43A6E078A04134,3,3,可口可乐最新款,2017/6/9 13:38,B,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493246169320642587,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/6/9 14:02,A,已出货未退款,已提现,饮料,乳制品
DD201708167493246186925544113,E43A6E078A04172,6,6,86g合味道海鲜风味,2017/6/9 14:05,A,已出货未退款,已提现,非饮料,方便速食
DD201703291445398325C23A87C1E,E43A6E078A04134,2.5,2.5,伊利优酸乳,2017/6/9 14:06,B,已出货未退款,已提现,饮料,乳制品
DD201707221203528803075D54D81,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 14:06,E,已出货未退款,已提现,饮料,水
DD201708167493246235190355441,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧,2017/6/9 14:07,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493392849671505519,E43A6E078A04228,25,25,100g*5瓶益力多,2017/6/9 14:08,C,已出货未退款,已提现,饮料,乳制品
DD20170724204828474FAA35FB14C,E43A6E078A04228,3,3,芬达330ml,2017/6/9 14:08,C,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493246255784958835,E43A6E078A04228,2.5,2.5,30g元朗小蛋卷,2017/6/9 14:09,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493246259494293338,E43A6E078A04228,4,4,新麦潮北海道吐司,2017/6/9 14:10,C,已出货未退款,已提现,非饮料,饼干糕点
DD20170329155343472EFBFA2DD50,E43A6E078A04134,4.5,4.5,好吃点,2017/6/9 14:15,B,已出货未退款,已提现,非饮料,饼干糕点
DD201708091230403689C06EAAF6F,E43A6E078A07631,3,3,雪碧最新款,2017/6/9 14:15,D,已出货未退款,已提现,饮料,碳酸饮料
DD201703291715192690830043B55,E43A6E078A04172,3,3,伊利纯牛奶,2017/6/9 14:16,A,已出货未退款,已提现,饮料,乳制品
DD201707242048511367BC32F189D,E43A6E078A04134,3,3,芬达330ml,2017/6/9 14:16,B,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493246325704125519,E43A6E078A04228,5.5,5.5,85g统一老坛酸菜牛肉面,2017/6/9 14:17,C,已出货未退款,已提现,非饮料,方便速食
DD201708167493246359649272753,E43A6E078A07631,3,3,40g双汇玉米热狗肠,2017/6/9 14:18,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170329211404925CCEC9FAFE2,E43A6E078A04228,3,3,伊利纯牛奶,2017/6/9 14:20,C,已出货未退款,已提现,饮料,乳制品
DD201707221254031396063703037,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 14:20,E,已出货未退款,已提现,饮料,水
DD201708167493611321101080587,E43A6E078A06874,4.5,4.5,250ml燕塘甜牛奶,2017/6/9 14:27,E,已出货未退款,已提现,饮料,乳制品
DD201708167493507512066186314,E43A6E078A04172,4.5,4.5,40g乐事薯片黄瓜味,2017/6/9 14:35,A,已出货未退款,已提现,非饮料,膨化食品
DD201708167493566714101305186,E43A6E078A04134,6,6,330ml伊利畅意乳酸菌原味,2017/6/9 14:37,B,已出货未退款,已提现,饮料,乳制品
DD201708167493648911428238246,E43A6E078A04134,5.5,5.5,70g乐事薯片（原味）,2017/6/9 14:38,B,已出货未退款,已提现,非饮料,膨化食品
DD201708167493246475035335944,E43A6E078A07631,6.5,6.5,70g乐事薯片黄瓜味,2017/6/9 14:43,D,已出货未退款,已提现,非饮料,膨化食品
DD201708167493777330885803617,E43A6E078A06874,3,3,40g双汇玉米热狗肠,2017/6/9 14:53,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017072212582053C993567C358,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 14:53,E,已出货未退款,已提现,饮料,水
DD201708167493246489820172177,E43A6E078A07631,4,4,55g奥利奥原味芝士饼干,2017/6/9 14:57,D,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493507422826367523,E43A6E078A07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/9 15:02,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708042011491281B1F29D6E3,E43A6E078A04134,5,5,脉动,2017/6/9 15:05,B,已出货未退款,已提现,饮料,功能饮料
DD20170510221552547926243C26F,E43A6E078A04228,4,4,王老吉（罐）,2017/6/9 15:05,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493759718807920175,E43A6E078A06874,3,3,70g乖媳妇野山泡椒凤爪,2017/6/9 15:06,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493759784923765959,E43A6E078A06874,3,3,40g双汇玉米热狗肠,2017/6/9 15:07,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493874734147053448,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 15:14,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493875239899408425,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 15:15,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749361132945575209,E43A6E078A06874,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/6/9 15:18,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493598382853579393,E43A6E078A04228,4,4,55g奥利奥原味夹心饼干,2017/6/9 15:20,C,已出货未退款,已提现,非饮料,饼干糕点
DD20170816749378068184715754,E43A6E078A06874,3,3,40g双汇玉米热狗肠,2017/6/9 15:34,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170722134750326011ECF6A0F,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 15:34,E,已出货未退款,已提现,饮料,水
DD201708167493648775709798309,E43A6E078A07631,6.5,6.5,91g徐福记凤梨酥,2017/6/9 15:35,D,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493648722558703012,E43A6E078A04172,6,6,330ml伊利畅意乳酸菌原味,2017/6/9 15:36,A,已出货未退款,已提现,饮料,乳制品
DD201708167493648635081420148,E43A6E078A07631,3,3,13g无穷烤鸡小腿蜂蜜味,2017/6/9 15:37,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493598312256235141,E43A6E078A04228,9,9,80g香飘飘椰果奶茶原味,2017/6/9 15:41,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493542246990466499,E43A6E078A04228,3.5,3.5,维他柠檬茶,2017/6/9 15:42,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493246760703147317,E43A6E078A04134,4.5,4.5,250ml燕塘甜牛奶,2017/6/9 15:46,B,已出货未退款,已提现,饮料,乳制品
DD201708167493598307474190571,E43A6E078A04134,4,4,145ml旺仔牛奶盒装,2017/6/9 15:54,B,已出货未退款,已提现,饮料,乳制品
DD201708167493598282926191573,E43A6E078A04228,6,6,250ml维他柠檬茶,2017/6/9 15:56,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493246836631477349,E43A6E078A04172,4,4,新麦潮天然酵母面包,2017/6/9 15:57,A,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493648626786084922,E43A6E078A04134,12,12,330ml伊利畅意乳酸菌原味,2017/6/9 15:59,B,已出货未退款,已提现,饮料,乳制品
DD20170330084637907A7C2DBABB7,E43A6E078A04228,3,3,茉莉蜜茶,2017/6/9 16:02,C,已出货未退款,已提现,饮料,茶饮料
DD2017072214282326A229738145E,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 16:02,E,已出货未退款,已提现,饮料,水
DD201708167493648606739746397,E43A6E078A07631,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/9 16:08,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170809122700637EBE92E3920,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/6/9 16:09,A,已出货未退款,已提现,饮料,功能饮料
DD20170519214836930B5A6A8ED76,E43A6E078A04134,4,4,阿萨姆奶茶,2017/6/9 16:09,B,已出货未退款,已提现,饮料,茶饮料
DD201705221301232493C95E3F28A,E43A6E078A04134,3,3,维他奶,2017/6/9 16:10,B,已出货未退款,已提现,饮料,植物蛋白
DD201708091223448511542B2D4CE,E43A6E078A07631,3.5,3.5,东鹏特饮,2017/6/9 16:10,D,已出货未退款,已提现,饮料,功能饮料
DD20170330101158304740EDB8B35,E43A6E078A07631,3,3,百事可乐500ml,2017/6/9 16:16,D,已出货未退款,已提现,饮料,碳酸饮料
DD20170722144734623E7C50F4E88,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 16:16,E,已出货未退款,已提现,饮料,水
DD20170330102818560B546E2F9A4,E43A6E078A07631,3,3,印尼芝士威化饼干,2017/6/9 16:17,D,已出货未退款,已提现,非饮料,饼干糕点
DD2017072214522159D33A19EE62F,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 16:17,E,已出货未退款,已提现,饮料,水
DD201708167493566535634352498,E43A6E078A04134,4,4,150g健能酸奶原味,2017/6/9 16:19,B,已出货未退款,已提现,饮料,乳制品
DD201708167493700887909636379,E43A6E078A06874,3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017/6/9 16:20,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493662675326213668,E43A6E078A06874,4,4,220g宝丰龙龟苓膏,2017/6/9 16:21,E,已出货未退款,已提现,非饮料,果冻/龟苓膏
DD20170816749359820758330711,E43A6E078A04134,2,2,30g无穷农场盐_鸡蛋,2017/6/9 16:22,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493648600378917617,E43A6E078A07631,4,4,450ml美汁源果粒橙,2017/6/9 16:28,D,已出货未退款,已提现,饮料,果蔬饮料
DD201708167493246863242588946,E43A6E078A04172,3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/6/9 16:32,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493246872965991754,E43A6E078A04228,6,6,旺仔牛奶145ml,2017/6/9 16:44,C,已出货未退款,已提现,饮料,乳制品
DD20170816749339329350300873,E43A6E078A06874,4.5,4.5,600ml脉动青柠,2017/6/9 16:54,E,已出货未退款,已提现,饮料,功能饮料
DD201707221525224730AB218B66D,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 16:54,E,已出货未退款,已提现,饮料,水
DD201708167493876189182245015,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/6/9 16:55,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493246935947310181,E43A6E078A04172,3,3,40g双汇玉米热狗肠,2017/6/9 17:14,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493566230777072676,E43A6E078A04172,1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017/6/9 17:19,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493566228092391762,E43A6E078A04134,3,3,13g无穷烤鸡小腿蜂蜜味,2017/6/9 17:31,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493785852994286293,E43A6E078A06874,3,3,40g双汇玉米热狗肠,2017/6/9 17:33,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170722153641325F15E588F23,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 17:33,E,已出货未退款,已提现,饮料,水
DD201708167493785927250612629,E43A6E078A06874,3,3,40g双汇玉米热狗肠,2017/6/9 17:34,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201707221538376880A11E2DF28,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 17:34,E,已出货未退款,已提现,饮料,水
DD2017033013350678137C0064FF3,E43A6E078A07631,2.5,2.5,维他柠檬茶,2017/6/9 17:35,D,已出货未退款,已提现,饮料,茶饮料
DD201708167493393499514645017,E43A6E078A06874,5.5,5.5,205g伊利安慕希原味,2017/6/9 17:35,E,已出货未退款,已提现,饮料,乳制品
DD201708167493393417471330966,E43A6E078A06874,3,3,250ml维他奶巧克力味,2017/6/9 17:35,E,已出货未退款,已提现,饮料,植物蛋白
DD201707221539001257EF5C07EB2,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 17:35,E,已出货未退款,已提现,饮料,水
DD20170816749339352802940375,E43A6E078A06874,3,3,70g乖媳妇野山泡椒凤爪,2017/6/9 17:36,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201707221541233758CFDF85EC7,E43A6E078A06874,3,3,怡宝纯净水,2017/6/9 17:36,E,已出货未退款,已提现,饮料,水
DD20170724220225348745A1631E5,E43A6E078A04172,3,3,维他柠檬茶,2017/6/9 17:37,A,已出货未退款,已提现,饮料,茶饮料
DD2017033014551218E7F7672A731,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/6/9 17:37,E,已出货未退款,已提现,饮料,功能饮料
DD201708167493246942725596614,E43A6E078A04228,3.5,3.5,600ml雪碧,2017/6/9 17:39,C,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493247000160489241,E43A6E078A07631,6.5,6.5,148g富甲一方紫薯仔,2017/6/9 17:47,D,已出货未退款,已提现,非饮料,蜜饯/果干
DD201708167493247004507262701,E43A6E078A04172,3,3,250ml维他柠檬茶,2017/6/9 17:48,A,已出货未退款,已提现,饮料,茶饮料
DD201708167493247037551582651,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/9 17:49,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493247200350135635,E43A6E078A04228,4.5,4.5,250ml燕塘原味酸奶,2017/6/9 17:50,C,已出货未退款,已提现,饮料,乳制品
DD20170809122130132ACF19D63CC,E43A6E078A04172,4,4,阿萨姆奶茶,2017/6/9 17:51,A,已出货未退款,已提现,饮料,茶饮料
DD2017033014555018B5ED0D620F0,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/6/9 17:51,E,已出货未退款,已提现,饮料,功能饮料
DD201708167493648593624414617,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧,2017/6/9 17:52,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749324733825773412,E43A6E078A04134,2.5,2.5,85g新麦潮北海道吐司,2017/6/9 17:58,B,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493247354571576139,E43A6E078A04228,1.6,1.6,2g韩国海牌海苔,2017/6/9 18:13,C,已出货未退款,已提现,非饮料,海味零食
DD201708167493247463683923063,E43A6E078A04134,1.5,1.5,2g韩国海牌海苔,2017/6/9 18:24,B,已出货未退款,已提现,非饮料,海味零食
DD201708167493611447953299056,E43A6E078A06874,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/6/9 18:47,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493247567067262382,E43A6E078A04228,16.5,16.5,103g康师傅红烧牛肉面,2017/6/9 18:53,C,已出货未退款,已提现,非饮料,方便速食
DD201708167493247578279481945,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/6/9 18:58,A,已出货未退款,已提现,饮料,乳制品
DD201708167493648502397516995,E43A6E078A07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/9 19:02,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493786339629202939,E43A6E078A04172,3,3,40g双汇玉米热狗肠,2017/6/9 19:03,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170809122100181332F7F8819,E43A6E078A04172,3.5,3.5,王老吉（罐）,2017/6/9 19:03,A,已出货未退款,已提现,饮料,茶饮料
DD201705221234472214363876B55,E43A6E078A04134,4.5,4.5,脉动,2017/6/9 19:03,B,已出货未退款,已提现,饮料,功能饮料
DD2017033015033263454F57BEEB0,E43A6E078A06874,3,3,雪碧（500ml）,2017/6/9 19:03,E,已出货未退款,已提现,饮料,碳酸饮料
DD20170816749324775596863347,E43A6E078A04134,4.5,4.5,80g香飘飘椰果奶茶原味,2017/6/9 19:07,B,已出货未退款,已提现,饮料,茶饮料
DD201708167493494631642729257,E43A6E078A04172,3,3,13g无穷烤鸡小腿蜂蜜味,2017/6/9 19:09,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493247805361013448,E43A6E078A07631,9,9,80g四洲粟一烧烧烤味,2017/6/9 19:13,D,已出货未退款,已提现,非饮料,膨化食品
DD201708167493598024661637849,E43A6E078A07631,3.5,3.5,600ml可口可乐,2017/6/9 19:20,D,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493247916278399272,E43A6E078A04228,1.5,1.5,12g劲仔小鱼卤香味,2017/6/9 19:24,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017033015174674DB327D03B83,E43A6E078A04228,4,4,阿萨姆奶茶,2017/6/9 19:29,C,已出货未退款,已提现,饮料,茶饮料
DD2017080200242054C5A7A71F5DB,E43A6E078A07631,1,1,香豆干,2017/6/9 19:29,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201705090829261176351D9A193,E43A6E078A04228,3.5,3.5,王老吉（罐）,2017/6/9 19:37,C,已出货未退款,已提现,饮料,茶饮料
DD2017080912203417BD751E7F240,E43A6E078A07631,3.5,3.5,王老吉（罐）,2017/6/9 19:37,D,已出货未退款,已提现,饮料,茶饮料
DD201708167493248035227130815,E43A6E078A04172,3,3,70g乖媳妇野山泡椒凤爪,2017/6/9 19:44,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493248081806902215,E43A6E078A04172,3,3,250ml维他柠檬茶,2017/6/9 19:49,A,已出货未退款,已提现,饮料,茶饮料
DD201708167493248099647286392,E43A6E078A04228,4,4,250ml燕塘红枣牛奶,2017/6/9 19:52,C,已出货未退款,已提现,饮料,乳制品
DD201708167493248154164668538,E43A6E078A04172,10,10,500ml统一阿萨姆奶茶,2017/6/9 19:54,A,已出货未退款,已提现,饮料,茶饮料
DD201708167493922194381486317,E43A6E078A06874,1.2,1.2,手撕素肉排,2017/6/9 20:04,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493542079679065683,E43A6E078A07631,9,9,250ml维他柠檬茶,2017/6/9 20:15,D,已出货未退款,已提现,饮料,茶饮料
DD20170816749324838516574748,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/9 20:20,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493541981266497206,E43A6E078A04172,2.5,2.5,500ml恒大冰泉矿泉水,2017/6/9 20:24,A,已出货未退款,已提现,饮料,水
DD201708167493248431105215417,E43A6E078A07631,2,2,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/9 20:28,D,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493541784122301199,E43A6E078A07631,4.5,4.5,40g乐事薯片黄瓜味,2017/6/9 20:35,D,已出货未退款,已提现,非饮料,膨化食品
DD201708167493541737852242336,E43A6E078A04134,4,4,150g健能酸奶原味,2017/6/9 20:36,B,已出货未退款,已提现,饮料,乳制品
DD201708167493283751505782686,E43A6E078A06874,4.8,4.8,诗竹竹纤维面巾纸,2017/6/9 20:39,E,已出货未退款,已提现,非饮料,纸巾
